69.79,6.0,10.24,8.1,10.45,2,5.0,4.0,5.5
37.98,10.0,10.11,7.9,11.93,3,5.0,8.2,9.5
88.74,2.9,3.55,1.4,7.98,0,3.0,3.2,2.5
83.32,2.9,-5.49,-4.9,10.2,0,2.0,2.0,1.5
90.77,2.1,6.25,3.6,14.46,2,2.0,2.4,1.5
95.17,2.5,3.28,1.9,5.71,1,4.5,4.0,2.5
106.67,0.1,2.44,0.9,10.75,0,3.0,2.8,2.5
79.6,6.4,5.97,6.2,9.12,3,8.5,9.15,5.5
81.63,5.6,2.6,3.4,9.64,2,8.0,8.67,5.5
105.66,0.5,6.45,3.8,7.98,1,3.0,3.2,3.5
64.71,8.0,8.05,7.1,7.54,3,8.5,11.33,7.5
58.28,8.4,3.23,3.9,7.93,2,7.5,8.28,7.5
23.77,21.6,10.0,23.7,10.34,12,31.5,23.91,23.5
55.91,7.2,7.37,5.0,10.75,3,4.0,8.51,6.5
71.82,5.2,10.11,6.7,11.93,4,3.0,3.2,6.5
83.66,4.8,2.83,2.4,6.71,1,7.0,8.28,6.5
119.19,-2.7,-2.38,-1.2,9.05,0,0.5,1.2,2.5
67.76,6.8,6.95,5.0,12.13,3,6.0,8.13,6.5
71.82,5.2,10.8,7.3,7.98,2,4.0,8.2,7.5
119.19,-2.7,3.43,3.6,9.05,0,0.5,1.2,3.5
115.13,-1.2,-1.74,-2.5,6.24,0,2.5,2.8,2.5
56.93,6.8,6.25,4.3,9.2,1,3.5,9.07,6.5
73.85,4.5,8.17,5.1,11.83,2,3.0,9.07,4.5
59.3,8.0,12.28,10.1,13.44,6,5.5,4.8,7.5
96.18,2.1,1.59,-0.3,7.59,1,3.5,3.6,3.5
96.18,2.1,1.59,-0.3,7.59,1,3.5,3.6,3.5
99.57,2.9,7.82,7.1,7.71,0,6.5,5.6,7.5
119.19,-2.7,-2.38,-1.2,14.31,0,0.5,1.2,2.5
89.75,2.5,4.07,1.6,10.75,1,3.5,8.51,3.5
89.75,2.5,4.07,1.6,10.75,1,3.5,8.51,3.5
89.75,2.5,4.07,1.6,10.75,1,3.5,8.51,3.5
87.72,3.3,7.39,4.5,7.59,2,4.5,8.04,7.5
69.11,8.3,7.43,8.4,9.57,5,11.0,9.71,7.5
81.63,5.6,8.4,7.4,7.54,3,6.5,6.0,5.5
50.5,7.2,5.8,5.3,15.68,2,1.5,1.6,1.5
73.85,4.5,3.35,2.0,6.57,1,2.5,2.4,2.5
55.91,7.2,11.55,7.6,13.01,3,4.5,14.23,7.5
75.2,6.0,6.37,5.4,6.71,2,6.0,5.2,5.5
75.2,6.0,6.37,5.4,6.71,2,6.0,5.2,5.5
83.66,4.8,7.24,5.7,7.93,2,6.5,8.28,7.5
70.47,9.9,4.42,9.5,8.57,4,14.0,10.4,9.5
66.4,5.2,11.92,8.4,10.2,1,2.5,10.0,9.5
91.45,6.0,4.88,7.8,7.6,0,11.0,8.8,7.5
55.58,11.5,11.03,14.1,9.43,4,17.0,14.6,11.5
69.11,8.3,3.48,5.7,7.9,3,13.0,11.81,7.5
71.14,7.6,5.28,6.2,7.27,2,8.5,6.8,6.5
63.7,8.4,7.42,7.8,8.38,2,11.5,11.4,7.5
67.76,6.8,7.93,6.6,9.5,2,8.0,11.47,7.5
47.46,14.6,8.72,15.6,9.17,8,20.5,16.55,8.5
60.31,7.6,9.49,7.6,12.79,4,6.0,8.04,7.5
38.66,20.0,9.19,24.3,8.64,7,29.0,20.42,19.5
32.56,10.0,9.6,9.3,7.04,1,3.0,10.0,9.5
16.32,16.2,15.32,15.8,9.94,7,16.0,12.21,15.5
51.86,15.0,7.96,17.0,8.05,5,19.5,14.4,14.5
36.28,12.7,11.77,11.4,9.79,6,12.0,11.64,11.5
73.85,4.5,10.08,6.7,11.83,1,2.0,2.4,6.5
64.37,6.0,14.04,11.0,10.75,1,4.5,8.51,10.5
51.85,8.8,7.35,5.5,8.49,3,7.0,11.67,8.5
78.25,4.8,8.5,5.7,8.87,2,5.0,8.0,4.5
66.74,7.2,9.03,7.2,10.35,4,6.5,8.28,6.5
66.74,7.2,9.03,7.2,10.35,4,6.5,8.28,6.5
72.16,7.2,7.07,7.2,10.35,4,8.0,6.4,6.5
61.33,7.2,7.92,5.2,7.29,2,5.0,8.0,7.5
59.3,8.0,13.73,10.5,14.76,6,6.0,8.13,7.5
66.4,5.2,1.48,2.7,10.2,1,3.0,10.0,2.5
66.74,7.2,9.03,7.2,10.35,4,6.5,8.28,6.5
75.2,6.0,5.9,5.0,9.14,2,8.0,11.35,5.5
52.87,14.6,9.35,17.5,9.43,6,21.5,17.43,9.5
70.13,8.0,4.0,5.6,8.92,3,10.5,9.42,8.5
32.23,20.4,8.55,22.9,12.01,11,30.5,23.06,22.5
88.74,2.9,2.86,0.8,7.98,2,3.0,3.2,2.5
84.68,4.4,4.05,2.6,6.86,2,5.0,4.8,4.5
83.66,4.8,4.16,3.2,6.71,1,6.5,8.28,6.5
93.81,0.9,-2.38,-1.2,0.15,0,0.5,1.2,0.5
93.81,0.9,-2.38,-1.2,0.15,0,0.5,1.2,0.5
93.81,0.9,-2.38,-1.2,0.15,0,0.5,1.2,0.5
93.81,0.9,-2.38,-1.2,0.15,0,0.5,1.2,0.5
93.81,0.9,-2.38,-1.2,0.15,0,0.5,1.2,0.5
93.81,0.9,-2.38,-1.2,0.15,0,0.5,1.2,0.5
93.81,0.9,-2.38,-1.2,0.15,0,0.5,1.2,0.5
93.81,0.9,-2.38,-1.2,0.15,0,0.5,1.2,0.5
69.79,6.0,9.66,6.6,12.03,4,4.0,4.0,3.5
99.57,2.9,5.73,4.7,6.59,1,6.0,5.6,5.5
76.22,5.6,7.93,5.8,8.18,3,6.0,8.13,5.5
76.22,5.6,7.93,5.8,8.18,3,6.0,8.13,5.5
76.22,5.6,7.93,5.8,8.18,3,6.0,8.13,5.5
76.22,5.6,7.93,5.8,8.18,3,6.0,8.13,5.5
116.15,-1.5,1.38,-0.5,9.2,0,2.0,2.4,1.5
52.87,8.4,11.98,8.5,8.87,2,6.0,12.0,8.5
45.42,9.2,11.86,8.7,11.1,2,5.5,12.49,11.5
60.31,7.6,12.62,9.3,8.49,2,6.5,11.67,7.5
78.59,6.8,8.87,9.0,8.04,2,8.0,7.2,8.5
81.29,3.7,9.06,5.6,10.75,3,2.5,2.8,2.5
62.34,6.8,2.87,1.9,11.1,2,4.5,8.04,6.5
69.11,8.3,11.08,11.6,10.4,4,11.5,9.71,11.5
78.59,6.8,4.0,5.6,8.04,2,11.0,9.42,6.5
85.69,4.0,3.69,2.9,7.05,0,5.5,4.4,3.5
45.42,9.2,18.3,13.4,12.86,5,5.5,12.49,12.5
84.68,4.4,5.03,3.4,10.81,2,5.0,4.8,4.5
75.2,6.0,4.57,3.9,10.35,3,6.0,5.2,5.5
83.66,4.8,5.5,4.3,9.14,2,6.5,8.28,4.5
73.51,8.7,6.74,10.1,8.21,2,15.0,10.94,8.5
72.5,9.1,8.65,11.8,11.41,5,15.0,14.6,14.5
88.06,5.2,-1.58,0.4,9.12,2,8.0,6.8,0.5
71.82,5.2,10.11,7.3,9.95,2,3.5,3.2,9.5
87.72,3.3,2.87,1.4,5.84,1,5.0,8.04,2.5
95.17,2.5,6.18,4.3,7.29,1,4.5,4.0,4.5
34.59,9.2,15.03,13.0,14.31,2,1.5,14.53,14.5
88.74,2.9,1.41,-0.4,0.4,0,3.0,3.2,2.5
99.57,2.9,5.33,4.7,5.46,1,6.5,5.6,4.5
74.19,6.4,8.63,7.4,7.71,3,6.5,5.6,6.5
28.51,23.9,6.63,27.5,10.04,9,34.5,24.28,23.5
28.51,23.9,6.63,27.5,10.04,9,34.5,24.28,23.5
28.51,23.9,6.63,27.5,10.04,9,34.5,24.28,23.5
28.51,23.9,6.63,27.5,10.04,9,34.5,24.28,23.5
28.51,23.9,6.63,27.5,10.04,9,34.5,24.28,23.5
59.3,8.0,10.83,8.5,12.13,5,6.5,8.13,7.5
56.93,6.8,10.08,6.7,17.09,4,2.0,2.4,6.5
99.23,0.9,1.38,0.4,9.2,1,2.0,2.4,0.5
99.23,0.9,1.38,0.4,9.2,1,2.0,2.4,0.5
80.62,6.0,6.38,6.3,7.39,2,7.5,6.4,5.5
29.53,23.6,4.02,25.2,9.24,7,37.5,25.27,23.5
29.53,23.6,4.02,25.2,9.24,7,37.5,25.27,23.5
52.87,14.6,9.82,18.0,7.63,4,20.0,14.0,9.5
87.05,5.6,3.07,4.9,7.16,2,8.5,7.2,5.5
64.71,8.0,9.56,9.3,11.75,2,10.5,11.33,7.5
64.71,8.0,8.4,8.3,10.7,2,10.5,11.33,7.5
71.14,7.6,5.62,6.2,9.12,2,9.0,9.15,8.5
42.38,16.5,6.98,16.7,8.46,6,23.0,18.04,16.5
77.23,5.2,3.69,2.1,7.05,1,5.5,8.04,5.5
42.38,16.5,7.9,17.6,8.89,7,23.5,16.96,16.5
71.48,9.5,2.5,7.5,7.4,2,13.5,10.0,9.5
