86.71,3.7,-0.21,-1.0,8.87,0,4.5,4.0,3.5
7.53,27.9,13.25,34.7,10.52,11,46.0,27.74,27.5
73.85,4.5,8.17,5.1,9.2,2,2.0,2.4,4.5
9.56,20.9,16.84,24.2,13.32,15,30.0,25.51,20.5
60.65,9.5,8.07,9.1,10.4,3,11.5,9.71,9.5
29.86,13.1,11.77,11.0,11.34,6,11.0,11.4,10.5
36.28,12.7,10.44,10.8,12.42,5,13.0,13.87,12.5
51.18,11.1,9.11,10.7,9.37,4,12.5,10.0,9.5
57.61,10.7,10.15,12.0,8.32,4,13.5,12.44,10.5
47.79,10.3,8.81,8.1,10.7,5,9.0,11.33,10.5
62.35,13.0,6.86,15.0,9.04,4,18.5,14.78,14.5
15.64,12.3,7.28,5.6,16.52,1,3.0,10.0,12.5
58.96,12.2,3.9,10.6,7.8,2,18.5,12.98,12.5
58.62,10.3,6.21,9.3,10.69,3,13.5,10.3,9.5
38.32,18.1,8.95,19.8,10.29,6,27.0,21.28,0.5
65.73,7.6,2.02,2.4,7.71,1,8.0,8.46,7.5
73.85,4.5,3.35,1.2,9.2,1,2.0,2.4,1.5
53.88,8.0,8.03,6.6,11.1,2,5.0,3.6,7.5
58.62,10.3,9.81,11.3,10.69,5,14.0,12.21,9.5
40.69,19.3,5.59,20.4,9.66,7,29.0,21.35,19.5
53.55,12.3,6.91,11.1,7.96,4,14.5,10.4,11.5
49.82,9.5,8.63,6.8,9.14,3,7.5,11.35,9.5
35.95,10.7,11.4,8.5,12.03,4,6.5,12.0,11.5
58.62,10.3,8.12,9.9,8.44,5,12.0,10.3,9.5
-6.7,14.7,1.3,5.5,19.53,1,1.0,20.8,0.5
93.81,0.9,5.35,5.2,14.31,0,0.5,1.2,0.5
56.25,9.1,8.81,8.7,9.64,1,8.0,6.0,8.5
75.2,6.0,3.7,3.2,10.35,3,6.0,5.2,5.5
33.92,17.7,12.31,21.0,8.46,6,24.0,19.12,17.5
6.17,13.9,7.18,6.7,14.46,2,5.0,15.73,13.5
64.71,8.0,6.49,6.2,8.59,3,8.0,8.67,7.5
10.56,14.3,13.14,9.9,12.03,4,7.5,16.0,12.5
46.1,13.0,9.93,13.7,9.3,5,16.5,13.2,12.5
73.85,4.5,5.27,2.8,9.2,2,2.0,2.4,4.5
27.83,13.9,11.77,11.6,7.16,3,13.5,13.87,13.5
36.96,10.3,13.19,10.3,11.1,3,5.5,8.04,10.5
30.53,10.7,7.37,5.0,8.5,2,5.0,14.23,4.5
75.54,7.9,7.31,9.0,9.19,2,10.5,8.4,7.5
93.81,0.9,-6.26,-4.3,9.05,0,0.5,1.2,0.5
35.95,10.7,14.88,10.9,12.03,5,5.0,8.0,10.5
30.53,10.7,10.74,8.3,13.01,2,4.5,8.51,10.5
33.92,11.5,11.82,9.7,9.5,3,7.0,8.13,11.5
75.88,3.7,1.45,1.8,0.2,0,1.5,1.6,1.5
72.16,7.2,3.48,3.9,6.4,0,7.5,6.4,6.5
67.42,11.1,6.34,12.6,7.8,3,18.0,12.98,12.5
53.88,8.0,9.94,6.6,7.59,2,4.5,8.04,7.5
30.53,10.7,18.97,14.4,13.01,3,4.5,14.23,13.5
48.47,8.0,4.28,2.8,9.2,1,3.5,9.07,3.5
87.72,3.3,2.23,0.4,9.35,2,3.5,3.6,3.5
90.77,2.1,-0.54,-1.2,9.2,0,2.5,2.4,2.5
34.59,9.2,3.43,3.6,0.15,0,0.5,1.2,0.5
21.06,12.3,14.46,10.8,9.95,3,6.5,18.2,12.5
62.34,6.8,9.94,6.6,12.86,3,3.5,3.6,6.5
49.48,7.6,2.64,1.8,16.52,1,3.0,10.0,2.5
65.39,11.8,7.61,13.8,9.25,4,16.5,13.69,13.5
66.4,5.2,1.48,0.9,13.36,1,2.0,2.0,1.5
9.22,18.9,13.23,17.6,12.92,11,22.5,18.34,12.5
48.47,8.0,7.18,6.7,9.2,1,3.5,2.4,7.5
80.28,4.1,5.76,3.8,6.01,0,3.5,3.2,3.5
54.56,11.9,3.66,8.4,8.03,4,17.0,13.2,11.5
56.93,6.8,6.25,3.6,9.2,2,2.0,2.4,6.5
66.74,7.2,7.24,6.1,9.14,2,7.0,8.28,6.5
59.3,8.0,4.05,3.8,10.81,3,7.0,8.13,7.5
47.12,12.7,9.58,12.8,11.41,7,16.5,14.6,12.5
81.29,3.7,8.24,5.0,8.5,1,2.5,2.8,2.5
34.93,11.1,15.81,12.3,15.67,6,7.0,11.67,11.5
46.44,8.8,7.21,5.6,7.98,1,4.0,3.2,7.5
83.66,4.8,3.23,2.8,11.57,2,6.0,5.2,5.5
62.68,8.7,7.02,7.3,9.12,4,11.0,11.51,8.5
33.58,9.6,8.7,6.5,15.68,2,2.0,11.6,11.5
19.03,19.3,12.14,20.3,10.79,10,23.5,16.29,19.5
66.41,11.5,2.86,9.6,9.34,3,17.5,14.67,9.5
30.88,18.9,10.57,21.2,9.96,9,26.5,20.0,18.5
37.98,10.0,7.21,4.4,11.93,3,5.0,13.2,11.5
33.58,9.6,1.45,1.8,7.78,1,2.5,11.6,11.5
53.88,8.0,10.58,7.1,11.1,3,4.5,8.04,7.5
